xml:id,wikidata,name_alias,forename,surname,birth_date,birth_place,death_date,death_place,type,role,commentaire,validation,compte,birth_place_qid,death_place_qid
GabrielePaleotti,https://www.wikidata.org/wiki/Q163858,,Gabriele,Paleotti,1522-10-04,Bologne,1597-07-22,Rome,personnage du clergé,cardinal et premier archevêque de Bologne,,4,1,Q1891,Q220
BenedettoCoda,http://www.wikidata.org/entity/Q327706,,Benedetto,Coda,1492,Trevise,1535,Rimini,"artiste,peintre",peintre italien,,4,1,Q5475,Q13369
MaertenDeCock,,,,,,,,,,"artist, engraver, draftsman, painter",,2,1,,
SimonCleonee,,,Simon de,Cléonée,,,,,,,,2,1,,
MarcelII,https://www.wikidata.org/wiki/Q101776,Marcel II,Marcello,Cervini degli Spannochi,1501-05-06,Q83113,1555-05-01,Rome,pape,"222e pape de l'Église catholique, d'avril à mai 1555",,4,1,Q83113,Q220
PierreDeCazeneuve,https://www.wikidata.org/wiki/Q3387491,,Pierre de,Cazeneuve,1591-10-31,Toulouse,1652-10-31,,auteur(e) de textes,"grammairien, historien, littérateur français",,4,1,Q7880,
Constant,https://www.wikidata.org/wiki/Q185538,,,Constant Ier,320,Italie,0350-01-18,Q23073,personnage politique,empereur romain de 337 à 350,,4,1,Q38,Q23073
GiacomoCavedone,http://www.wikidata.org/entity/Q2704031,,Giacomo,Cavedone,1577-04-14,Q8598,1660,Bologne,"artiste,peintre",peintre italien,,4,1,Q8598,Q1891
Plotine,https://www.wikidata.org/wiki/Q239448,,,Plotine,70,Nimes,121,,personnage politique,impératrice romaine et épouse de l'empereur romain Trajan,,4,1,Q42807,
VincenzoCampi,http://www.wikidata.org/entity/Q921130,,Vincenzo,Campi,1536,Cremone,1591-10-03,Cremone,"artiste,peintre",peintre italien,,4,1,Q6231,Q6231
GaleazzoCampi,http://www.wikidata.org/entity/Q707600,,Galeazzo,Campi,1476,Cremone,1536,Cremone,"artiste,peintre",peintre italien,,4,1,Q6231,Q6231
AntonioCampi,http://www.wikidata.org/entity/Q601175,,Antonio,Campi,1524,Cremone,1587-01-28,Cremone,"artiste,architecte,peintre,graveur(euse)","peintre italien, graveur et architecte",,4,1,Q6231,Q6231
FrancoisDePoilly,,,,,,,,,,"artist, painter",,2,1,,
GiustoCampagnola,,,,,,,,,,peintre,,2,1,,
AntonioPollaiuolo,http://www.wikidata.org/entity/Q318640,Antonio Pollaiuolo,Antonio del,Pollaiolo,1429-01-17,Florence,1498-02-04,Rome,"artiste,peintre,sculpteur,graveur(euse)","peintre, sculpteur, graveur et orfèvre italien de l'école florentine",,4,1,Q2044,Q220
PieroPollaiuolo,http://www.wikidata.org/entity/Q707046,Piero Pollaiuolo,Piero del,Pollaiolo,1443,Florence,1496,Rome,"artiste,peintre",peintre italien,,4,1,Q2044,Q220
TrebelliusPollio,https://www.wikidata.org/wiki/Q669971,,Trebellius,Pollio,250,,350,,"auteur(e) de textes,personnage imaginaire",historien fictif de l'Histoire Auguste,,4,1,,
GiulioCampagnola,http://www.wikidata.org/entity/Q1989594,,Giulio,Campagnola,1482,Padoue,1515,Venise,"artiste,peintre",peintre italien,,4,1,Q617,Q641
GirolamoCampagnola,http://www.wikidata.org/entity/Q27501610,,Girolamo,Campagnola,,Padoue,1522,,"artiste,peintre",peintre italien,,4,1,Q617,
LazzaroCalvi,http://www.wikidata.org/entity/Q3220074,,Lazzaro,Calvi,1512,Genes,1603,,"artiste,peintre",peintre italien,,4,1,Q1449,
Callon,https://www.wikidata.org/wiki/Q1722514,,,Callon,-600,Egine,,,"artiste,sculpteur",sculpteur grec,,4,1,Q191082,
HyrcanII,https://www.wikidata.org/wiki/Q359684,,,Hyrcan II,-110,,-30,,personnage politique,roi hasmonéen,,4,1,,
Callicratidas,https://www.wikidata.org/wiki/Q465803,,,Callicratidas,-500,,-406,Q23822737,"personnage politique,militaire",militaire spartiate,,4,1,,Q23822737
CalliclesPeintre,https://www.wikidata.org/wiki/Q11916351,,,Calliclès,,,,,"artiste,saint(e)",peintre antique,,4,1,,
AmalteoPomponio,http://www.wikidata.org/entity/Q598960,,Pomponio,Amalteo,1505,MottaDiLivenza,1588-03-09,Q53194,"artiste,peintre",peintre italien,,4,1,Q48065,Q53194
CleodoroCalchi,,,Cleodoro,Calchi,,,,,,,,2,1,,
GiovanniDalPonte,http://www.wikidata.org/entity/Q2749321,Giovanni dal Ponte,Giovanni di,Marco,1385,Florence,1438,Florence,"artiste,peintre",peintre italien,,4,1,Q2044,Q2044
EvagriusPonticus,https://www.wikidata.org/wiki/Q437869,,Evagrius,Ponticus,345,Q535720,399,Q1074945,"personnage du clergé,auteur(e) de textes",moine ascétique,,4,1,Q535720,Q1074945
CaiusCestius,,,,Caius Cestius,,,,,,,,2,1,,
Moliere,,,,,,,,,,auteur,,2,1,,
NicolasBeatrizet,http://www.wikidata.org/entity/Q461143,Nicolas Béatrizet,Nicolas,Beatrizet,1515,Q22640,1565,Rome,"artiste,graveur(euse)",graveur lorrain (1510-1565),,4,1,Q22640,Q220
SuzanneButay,,,Suzanne,Butay,,,,,,,,2,1,,
GuglielmoDellaPorta,http://www.wikidata.org/entity/Q1623328,,Guglielmo della,Porta,1500,Q47510,1577-01-06,Rome,"artiste,sculpteur",sculpteur italien,,4,1,Q47510,Q220
PeterCandid,http://www.wikidata.org/entity/Q315803,Peter Candid,Pieter de,Witte,1548,Bruges,1628-03,Munich,"artiste,peintre,graveur(euse)",peintre et graphiste flamand,,4,1,Q12994,Q1726
PietroMariaCanepario,https://www.wikidata.org/wiki/Q21855521,,Pietro Maria,Canepario,1550,Crema,1619,,auteur(e) de textes,physicien italien,,4,1,Q42793,
GiovanniBattistaPittoni,http://www.wikidata.org/entity/Q21540049,Giovanni Battista Pittoni l'Ancien,Giovanni Battista,Pittoni,1520,Vicence,1584,Vicence,,"artist, designers, miniaturists, printmaker",,0,1,Q6537,Q6537
BernardoCastello,http://www.wikidata.org/entity/Q2345205,,Bernardo,Castello,1557,Genes,1629-10-04,Genes,"artiste,peintre",peintre italien,,4,1,Q1449,Q1449
EugenioCattaneo,,,Eugenio,Cattaneo,,,,,,,,2,1,,
DaneseCattaneo,http://www.wikidata.org/entity/Q1080223,,Danese,Cattaneo,1512,Q861824,1572,Padoue,"artiste,sculpteur",sculpteur italien,,4,1,Q861824,Q617
PierreLouisDeCatel,,,Pierre-Louis de,Catel,,,,,,,,2,1,,
Phraortes,https://www.wikidata.org/wiki/Q332557,,,Phraortès,-700,,-633,,personnage politique,roi des Mèdes,,4,1,,
Phryne,https://www.wikidata.org/wiki/Q232790,,,Phryné,-371,Q1141295,-310,Athenes,"muse,personnage historique",célèbre hétaïre grecque du IVe siècle av. J.-C.,,4,1,Q1141295,Q844930
GiovanniBenedettoCastiglione,http://www.wikidata.org/entity/Q40823,Il Grechetto,Giovanni Benedetto,Castiglione,1609-03,Genes,1664-05-05,Mantoue,"artiste,peintre",peintre et graveur italien,,4,1,Q1449,Q6247
Phyllis,https://www.wikidata.org/wiki/Q1334087,,,Phyllis,,,,,personnage mythologique,personnage de la mythologie grecque,,4,1,,
LouisIPhelypeauxDeLaVrilliere,https://www.wikidata.org/wiki/Q3262263,,Louis,Phélypeaux de La Vrillière,1599-04-10,,1681-05-25,Q627061,personnage politique,homme politique français,,4,1,,Q627061
GiovanniBattistaCastello,http://www.wikidata.org/entity/Q723221,Il Bergamasco,Giovanni Battista,Castello,1509,Q101112,1569-06-03,Madrid,,"architect, artist, painter",,0,1,Q101112,Q2807
PieIII,https://www.wikidata.org/wiki/Q160030,Pie III,Francesco Todeschini,Piccolomini,1439-05-09,Q91447,1503-10-18,Rome,pape,"215e pape de l’Église catholique, de septembre à octobre 1503",,4,1,Q91447,Q220
Picus,https://www.wikidata.org/wiki/Q235724,,,Picus,,,,,personnage mythologique,personnage de la mythologie romaine,,4,1,,
DionCassius,https://www.wikidata.org/wiki/Q185223,,Lucius Claudius,Cassius Dio,150,Q739037,235,Q739037,auteur(e) de textes,historien grec de la Rome antique,,4,1,Q739037,Q739037
BonifacioVeronese,http://www.wikidata.org/entity/Q744747,Bonifacio Veronese,Bonifacio,de' Pitati,1487,Verone,1553-10-19,Venise,"artiste,peintre",peintre italien,,4,1,Q2028,Q641
GiovanniDiPietro,http://www.wikidata.org/entity/Q1446925,Lo Spagna,Giovanni di,Pietro,1450,Perugia,1528,Spoleto,"artiste,peintre",peintre espagnol,,4,1,Q3437,Q20571
PietroDaSalo,https://www.wikidata.org/wiki/Q19569759,Pietro da Salò ,Pietro,Grazioli,,,,,,,,0,1,,
Cassiodore,https://www.wikidata.org/wiki/Q192365,,,Cassiodore,487,Q1084264,583,Q1084264,"personnage politique,auteur(e) de textes",homme politique et écrivain latin,,4,1,Q1084264,Q1084264
AlessandroCasolani,http://www.wikidata.org/entity/Q461700,,Alessandro,Casolani,1552,Q18491762,1607,Sienne,"artiste,peintre",peintre italien,,4,1,Q18491762,Q2751
VittoreCarpaccio,http://www.wikidata.org/entity/Q5581,,Vittore,Carpaccio,1465,Venise,1526,Venise,"artiste,peintre",peintre Italien de l'école vénitienne,,4,1,Q641,Q641
Carchedon,,,,Carchedon,,,,,,,,2,1,,
CarloCarafa,https://www.wikidata.org/wiki/Q1041979,,Carlo,Carafa,1517-04-08,Naples,1561-03-14,Rome,personnage du clergé,cardinal italien,,4,1,Q2634,Q220
AntonioCapella,,Antoine Capelle,Antonio,Capella,,,,,,,,2,1,,
LorenzoCanozi,http://www.wikidata.org/entity/Q3836903,Lorenzo da Lendinara,Lorenzo,Canozi,1425,Q34390,1477-03-20,Padoue,,imprimeur italien à Padoue dans les années 1471-1475,,0,1,Q34390,Q617
DomenicoCanigiani,https://www.wikidata.org/wiki/Q55226388,,Domenico,Canigiani,1486-01-13,,1548-08-31,,"personnage politique,mécène","noble florentin, patron des arts",,4,1,,
FraPaolinoDaPistoia,http://www.wikidata.org/entity/Q3749183,Fra Paolino da Pistoia,Paolo del,Signoraccio,1488,Pistoia,1547-08-03,Pistoia,"artiste,peintre",peintre italien,,4,1,Q13376,Q13376
GerardVanOpstal,http://www.wikidata.org/entity/Q673573,,Gérard van,Opstal,1594,Bruxelles,1668-08-01,Paris,"artiste,sculpteur",sculpteur baroque flamand,,4,1,Q239,Q90
VittoriaColonna,https://www.wikidata.org/wiki/Q255368,,Vittoria,Colonna,1492,Q242926,1547-02-25,Rome,"personnage politique,auteur(e) de textes",noble et poétesse italienne,,4,1,Q242926,Q220
Nechepso,https://www.wikidata.org/wiki/Q888780,,,Néchepso,-800,,-672,,personnage biblique,,,0,1,,
MariaDeMoy,,,Maria de,Moy,,,,,,,,2,1,,
MauriceDeNassau,https://www.wikidata.org/wiki/Q164062,,Maurice de,Nassau,1567-11-14,Q517381,1625-04-23,LaHaye,personnage politique,prince d'Orange,,4,1,Q517381,Q36600
SaintFidele,https://www.wikidata.org/wiki/Q603655,Fidèle de Côme,,Saint Fidèle,,,304,Q47416,saint(e),,,4,1,,Q47416
Simonide,,,Simonide de,Céos,,,,,,,,2,1,,
Theodoret,https://www.wikidata.org/wiki/Q317029,,Theodoret de,Cyrus,393,Antioche,457,Q536924,"personnage du clergé,auteur(e) de textes","évêque, théologien et historiographe chrétien de langue grecque",,4,1,Q200441,Q536924
AndreaDazzi,https://www.wikidata.org/wiki/Q55226892,,Andrea,Dazzi,1473-11-08,Florence,1548-07-27,,,,,0,1,Q2044,
ViolanteNegretti,https://www.wikidata.org/wiki/Q16747429,,Violante,Negretti,,,,,"muse,personnage historique",fille de Palma le Vieux,,4,1,,
Cyllare,https://www.wikidata.org/wiki/Q3676711,,,Cyllare,,,,,personnage mythologique,centaure,,4,1,,
LuciusPapiriusCursor,https://www.wikidata.org/wiki/Q465309,Lucius Papirius Cursor,,Lucius Papirius Cursor,-364,Q1747689,-350,,personnage politique,consul et dictateur romain,,4,1,Q1747689,
FrancoisMuguet,https://www.wikidata.org/wiki/Q16185976,,François,Muguet,1631,,1702-02-09,,éditeur,imprimeur français,,4,1,,
AntonioNeri,,,,,,,,,,auteur,,2,1,,
MilonDeCrotone,https://www.wikidata.org/wiki/Q338948,,Milon de,Crotone,-550,Crotone,-600,Q868332,,lutteur du VIe siècle av. J. C.,,0,1,Q6681,Q868332
Mucien,https://www.wikidata.org/wiki/Q521520,Mucien,Caius Licinius,Mucianus,100,,100,,"personnage politique,auteur(e) de textes","écrivain, homme politique et militaire romain",,4,1,,
Neree,https://www.wikidata.org/wiki/Q189527,,,Nerée,,,,,personnage mythologique,divinité marine de la mythologie grecque,,4,1,,
CristoforoDaFerrara,,,,,,,,,,"artist, fresco painter, history artist, painter",,2,1,,
CharlesIIBourbon,https://www.wikidata.org/wiki/Q2959407,Cardinal de Vendôme,Charles II de,Bourbon,1562-03-30,France,1594-07-30,Paris,personnage du clergé,"cardinal de Vendôme puis de Bourbon, archevêque de Rouen",,4,1,Q142,Q90
PierreCoustau,https://www.wikidata.org/wiki/Q16590303,"Petrus Costalius, il Costa",Pierre,Coustau,1550,Paris,1550,,auteur(e) de textes,"jurisconsulte et humaniste, avocat au Parlement de Paris. vraisemblablement identifiable au traducteur de l'hébreu Petrus Costus",,4,1,Q90,
WolfgangGuillaumeDeNeubourg,https://www.wikidata.org/wiki/Q61214,,Wolfgang-Guillaume de,Neubourg,1578-11-04,Q125652,1653-03-20,Q1718,personnage politique,prince allemand,,4,1,Q125652,Q1718
NiccoloDaBologna,,,,,,,,,,"artist, illuminators, painter",,2,1,,
DariusIII,https://www.wikidata.org/wiki/Q102865,,,Darius III,-380,Q3746183,-330-07,Q132646,personnage politique,roi de Perse de 336 à 330 av. J.-C.,,4,1,Q3746183,Q132646
FrancisCottington,https://www.wikidata.org/wiki/Q5480626,Baron / Chancelier Cottington,Francis,Cottington,1579,,1652-06-19,,personnage politique,"homme politique et diplomate anglais, 1er baron Cottington",,4,1,,
JeanICotelle,http://www.wikidata.org/entity/Q51463250,Jean Cotelle l'Ancien,Jean,Cotelle,1607-12-24,Meaux,1676-03-25,Paris,"artiste,architecte,peintre,graveur(euse)","architecte, graveur et peintre français (1607-1676)",,4,1,Q207620,Q90
CarloLuigiDAragonaTagliava,https://www.wikidata.org/wiki/Q3659979,Magnus Siculus,Carlo Luigi d',Aragona Tagliava,1530-12-25,Palerme,1599,Madrid,militaire,général italien,,4,1,Q2656,Q2807
MarieThereseDAutriche,https://www.wikidata.org/wiki/Q152549,Infante d'Espagne,Marie Thérèse d',Auriche,1638-09-10,Madrid,1683-07-30,Versailles,personnage politique,reine de France,,4,1,Q2807,Q621
RobertNanteuil,http://www.wikidata.org/entity/Q1356084,,Robert,Nanteuil,1623,Q41876,1678-12-09,Paris,"artiste,graveur(euse)",graveur et pastelliste français (1623-1678),,4,1,Q41876,Q90
BeatriceDEste,https://www.wikidata.org/wiki/Q813280,,Beatrice d',Este,1475-06-29,Ferrare,1497-01-03,Milan,personnage politique,"duchesse de Milan et de Bari, femme d'État",,4,1,Q13362,Q490
JeanDaret,http://www.wikidata.org/entity/Q3171555,,Jean,Daret,1613,Bruxelles,1668,Q47465,"artiste,peintre,graveur(euse)",peintre et graveur français (1613-1668),,4,1,Q239,Q47465
OttavianoDeMedici,https://www.wikidata.org/wiki/Q3887191,,Ottaviano,de' Medici,1484-07-11,,1546-05-28,,,seigneur d'Ottaviano,,0,1,,
PellegrinoDaSanDaniele,http://www.wikidata.org/entity/Q732082,Pellegrino da San Daniele,Martino da,Udine,1467,Udine,1547-12-17,Udine,"artiste,peintre",peintre italien,,4,1,Q2790,Q2790
GaspardDeDaillonDuLude,https://www.wikidata.org/wiki/Q3098816,,Gaspard de,Daillon du Lude,1603,Paris,1676-07-25,,personnage du clergé,prélat français,,4,1,Q90,
Dagon,https://www.wikidata.org/wiki/Q623065,,,Dagon,,,,,personnage mythologique,dieu sémitique,,4,1,,
MichelinoDaBesozzo,http://www.wikidata.org/entity/Q2517498,Michelino da Besozzo,Michelino,de' Molinari,1370,Q39922,1455,,"artiste,peintre",peintre italien,,4,1,Q39922,
LaurentIIDeMedicis,https://www.wikidata.org/wiki/Q312612,Laurent II de Médicis,Laurent de,Médicis,1492-09-12,Florence,1519-05-04,Q913109,personnage politique,"duc d'Urbino, père de Catherine de Médicis",,4,1,Q2044,Q913109
GuillaumeInspruck,https://www.wikidata.org/wiki/Q24950852,Guillaume le Fondeur,Guillaume d',Innsbruck,,,,,,,,0,1,,
PubliusDeciusMusIII,https://www.wikidata.org/wiki/Q155350,Publius Decius Mus III,Publius Decius,Mus,,Q1747689,,,personnage politique,consul romain en 279 av. J.-C.,,4,1,Q1747689,
PubliusDeciusMusII,https://www.wikidata.org/wiki/Q504145,Publius Decius Mus II,Publius Decius,Mus,-340,Q1747689,-295,Q124886,personnage politique,consul romain en 312 av. J.-C.,,4,1,Q1747689,Q124886
Dathan,https://www.wikidata.org/wiki/Q2238834,,,Dathan,,,,,personnage biblique,personnage biblique,,4,1,,
CharlesIIEspagne,https://www.wikidata.org/wiki/Q36174,Charles II d'Espagne,Charles,d'Espagne,1661-11-06,Madrid,1700-11-01,Madrid,personnage politique,roi d'Espagne,,4,1,Q2807,Q2807
Megasthene,https://www.wikidata.org/wiki/Q312548,,,Mégasthène,-350,Q12824780,-290,,auteur(e) de textes,"diplomate, géographe et historien grec de l'Antiquité",,4,1,Q12824780,
Menes,https://www.wikidata.org/wiki/Q189574,"Mina, Menan",,Ménès,-3200,,-3125,,personnage politique,fondateur de la première dynastie de Manéthon et unificateur de l'Égypte,,4,1,,
DonJuanDAutriche,https://www.wikidata.org/wiki/Q157107,Don Juan d'Autriche,Juan d',Autriche,1547-02-24,Q2978,1578-10-01,Namur,personnage politique,prince espagnol ayant vécu au XVIe siècle,,4,1,Q2978,Q134121
Menelaos,https://www.wikidata.org/wiki/Q451572,Ménélaos,,Ménélaüs,70,Alexandrie,140,Rome,"auteur(e) de textes,mathématicien",géomètre et astronome grec,,4,1,Q87,Q220
PubliusDeciusMusI,https://www.wikidata.org/wiki/Q374579,Publius Decius Mus I,Publius Decius,Mus,-377,Q1747689,-340,,personnage politique,consul romain en 340 av. J.-C.,,4,1,Q1747689,
SymeonMetaphraste,https://www.wikidata.org/wiki/Q439491,,Syméon,Métaphraste,900,Constantinople,0987-11-28,Constantinople,personnage politique,hagiographe et homme politique byzantin,,4,1,Q16869,Q16869
Metines,,,,Métines,,,,,,,,2,1,,
CatherineMichelleDAutriche,https://www.wikidata.org/wiki/Q233187,,Catherine-Michelle d',Autriche,1567-10-10,Madrid,1597-11-06,Turin,personnage politique,femme politique espagnole,,4,1,Q2807,Q495
NicetasI,https://www.wikidata.org/wiki/Q1281867,,,Nicétas Ier,,,0780-02-06,Constantinople,personnage politique,patriarche de Constantinople,,4,1,,Q16869
JacquesCouplet,,,,,,,,,,sculptor,,2,1,,
PierreDaret,http://www.wikidata.org/entity/Q2093368,,Pierre,Daret,1605-04,Paris,1678-03-29,Q188878,"artiste,graveur(euse)",graveur français (1604-1678),,4,1,Q90,Q188878
MatthiasCorvin,https://www.wikidata.org/wiki/Q188634,,Matthias,Corvin,1443-02-24,Q100188,1490-04-06,Vienne,personnage politique,"roi de Hongrie, roi de Bohême, duc d'Autriche",,4,1,Q100188,Q1741
Mopsos,,,,Mopsos,,,,,,,,2,1,,
ChristineDeLorraine,https://www.wikidata.org/wiki/Q257579,,Christine de,Lorraine,1565-08-16,Q2081177,1637-12-19,Florence,personnage politique,aristocrate française,,4,1,Q2081177,Q2044
JeanDeMontlyard,https://www.wikidata.org/wiki/Q3175589,,Jean de,Montlyard,1505,,,,auteur(e) de textes,astrologue français,,4,1,,
FredericArmandDeSchomberg,https://www.wikidata.org/wiki/Q61718,,Frédéric-Armand de,Schomberg,1615-12-16,Heidelberg,1690-07-11,Q896037,"personnage politique,militaire",maréchal de France,,4,1,Q2966,Q896037
ArtaxerxesIII,https://www.wikidata.org/wiki/Q192867,Artaxerxès III,,Ochos,-425,,-338-08,Babylone,personnage politique,roi achéménide,,4,1,,Q5684
DorotheeDeLorraine,https://www.wikidata.org/wiki/Q20036771,,Dorothée de,Lorraine,1545-05-24,Q929010,1621-06-02,Nancy,personnage politique,duchesse de Brunswick-Lünebourg-Calenberg,,4,1,Q929010,Q40898
AnthonieVanMontfoortBlocklandt,http://www.wikidata.org/entity/Q2281325,Anthonie Blocklandt van Montfoort,Anthonie van,Montfoort,1533-04,Q10048,1583-10-18,Utrecht,"artiste,peintre",peintre néerlandais (1533–1583),,4,1,Q10048,Q803
RobertoDaMontevarchi,https://www.wikidata.org/wiki/Q964293,,Roberto da,Montevarchi,1460,Q52089,1522,Q52089,"artiste,peintre",peintre italien,,4,1,Q52089,Q52089
JuanDeHerreraDeMaliano,http://www.wikidata.org/entity/Q363914,,Juan de,Herrera de Maliano,1530,Q2469633,1597-01-15,Madrid,"artiste,architecte",architecte,,4,1,Q2469633,Q2807
PierreMonier,http://www.wikidata.org/entity/Q3386358,,Pierre,Monier,1641-03-17,Blois,1703-12-29,Paris,"artiste,peintre",peintre français,,4,1,Q160927,Q90
BaccioDaMontelupo,http://www.wikidata.org/entity/Q2245460,Baccio da Montelupo,Bartolomeo di,Giovanni d'Astore dei Sinibaldi,1469,Q82766,1535,Lucques,"artiste,sculpteur",sculpteur italien,,4,1,Q82766,Q13373
JacopoDaMontagnana,http://www.wikidata.org/entity/Q3157655,Jacopo da Montagnana,Jacopo,Parisati,1440,Montagnana,1499-08-14,Padoue,"artiste,peintre",peintre italien (1440–1499),,4,1,Q34605,Q617
SainteConstance,https://www.wikidata.org/wiki/Q464452,,,Constance,315,Rome,354,Q2277,saint(e),fille de l'empereur romain Constantin le Grand,,4,1,Q220,Q2277
Neoptoleme,https://www.wikidata.org/wiki/Q322639,,,Néoptolème,,,,Q125925203,personnage mythologique,"personnage de la mythologie grecque, fils d'Achille",,4,1,,Q125925203
GiovanniBattistaMontano,,,,,,,,,,"wood scultor, architecte, engraver, drafter",,2,1,,
Nostradamus,https://www.wikidata.org/wiki/Q39978,Nostradamus,Michel de,Nostredame,1503-12-14,SaintRemyDeProvence,1566-07-02,SalonDeProvence,"auteur(e) de textes,médecin","médecin, botaniste et astrologue français, auteur de célèbres prophéties",,4,1,Q221507,Q232567
DomenicoMoreni,https://www.wikidata.org/wiki/Q3713152,,Domenico,Moreni,1763-08-12,Florence,1835-03-13,Florence,personnage du clergé,prêtre italien,,4,1,Q2044,Q2044
PaoloMorando,http://www.wikidata.org/entity/Q2382158,Il Cavazzola,Paolo,Morando,1486,Verone,1522,Verone,"artiste,peintre",peintre italien,,4,1,Q2028,Q2028
NataleConti,https://www.wikidata.org/wiki/Q328186,Natalis Comes,Natale,Conti,1520,Milan,1582,Milan,auteur(e) de textes,historien milanais,,4,1,Q490,Q490
GiacomoNizzola,http://www.wikidata.org/entity/Q3805911,Jacopo da Trezzo,Giacomo,Nizzola,1515,Q43090,1589-09-23,Madrid,,"architect, goldsmiths, artist, engraver, etcher, medalists, jewelers, sculptor",,0,1,Q43090,Q2807
JoosIIDeMomper,http://www.wikidata.org/entity/Q560548,Joos de Momper le Jeune,Joos de,Momper,1564,Anvers,1635-02-05,Anvers,"artiste,peintre",peintre néerlandais,,4,1,Q12892,Q12892
